num_types,num_actions,set_size,seed,pairwise_graph_messages,exact_messages,greedy_messages,higher_order_gap,approximation_ratio,pairwise_conflicts,coloring_seconds,exact_seconds,greedy_seconds
30,20,3,4,7,7,7,1.0,1.0,269,0.004512703999807854,0.0070757700000285695,0.00027670999998008483
30,20,3,5,7,7,8,1.0,1.1428571428571428,276,0.005414990999724978,0.009912000999975135,0.0003526899999997113
30,20,3,6,7,7,8,1.0,1.1428571428571428,259,0.004980601000170282,0.006517959000120754,0.00027538999984244583
30,20,3,7,6,7,8,1.1666666666666667,1.1428571428571428,260,0.004680435999944166,0.010686277999866434,0.0002681549999579147
30,20,3,8,7,7,8,1.0,1.1428571428571428,266,0.0054316830000971095,0.008905688999675476,0.00028428599989638315
30,20,3,9,7,8,8,1.1428571428571428,1.0,277,0.005903280999973504,0.013034138999955758,0.0003105810001216014
30,20,3,10,7,8,8,1.1428571428571428,1.0,258,0.0058734780000122555,0.01471641299986004,0.0002847480000127689
30,20,3,11,6,7,7,1.1666666666666667,1.0,254,0.004038335000132065,0.011706869999670744,0.0003211900002497714
30,20,3,12,6,7,7,1.1666666666666667,1.0,252,0.002659791000041878,0.007448809999914374,0.0002737820000220381
30,20,3,13,7,7,7,1.0,1.0,254,0.004305657000259089,0.004372405000140134,0.0002551069997025479
30,20,3,14,7,7,7,1.0,1.0,251,0.003901971999766829,0.005121669999880396,0.00025744899994606385
30,20,3,15,6,7,7,1.1666666666666667,1.0,244,0.002206997000030242,0.010353639000186377,0.0002652889997989405
30,20,3,16,7,7,7,1.0,1.0,264,0.005756695999934891,0.007244796000122733,0.0003216039999642817
30,20,3,17,7,7,7,1.0,1.0,282,0.005189281999719242,0.0030478710000352294,0.0002598529999886523
30,20,3,18,7,7,8,1.0,1.1428571428571428,262,0.0041457080001237046,0.01142081500029235,0.00028589099974851706
30,20,3,19,6,6,6,1.0,1.0,269,0.0047164309999061516,0.0021606810000776022,0.0002593209997030499
30,20,4,0,5,5,6,1.0,1.2,171,0.0018577599998934602,0.0059157450000384415,0.000263338999957341
30,20,4,1,5,6,7,1.2,1.1666666666666667,153,0.0016470509999635397,0.02027640899996186,0.00025277200029449887
30,20,4,2,5,5,5,1.0,1.0,178,0.001774111000031553,0.0040085430000544875,0.00021658599962393055
30,20,4,3,5,6,6,1.2,1.0,163,0.0021672660000149335,0.017037396999967314,0.00023659099997530575
30,20,4,4,5,6,6,1.2,1.0,151,0.0021167680001781264,0.012142620000304305,0.00022170500005813665
30,20,4,5,5,5,5,1.0,1.0,164,0.001627245999770821,0.004360792000170477,0.00026285100011591567
30,20,4,6,5,6,6,1.2,1.0,158,0.0023552779998681217,0.011963550000018586,0.00022285500017460436
30,20,4,7,5,6,6,1.2,1.0,158,0.0015905149998616253,0.012246870000126364,0.00033444800010329345
30,20,4,8,5,6,6,1.2,1.0,159,0.0018424419999973907,0.013520257999971363,0.00021960899994155625
30,20,4,9,5,5,5,1.0,1.0,161,0.0017624820002311026,0.008036266000090109,0.0002626039999995555
30,20,4,10,5,6,6,1.2,1.0,165,0.0017765650000001187,0.012694427000042197,0.00024361899977520807
30,20,4,11,5,6,6,1.2,1.0,155,0.002692968999781442,0.012383296999814775,0.0002368999998907384
30,20,4,12,5,6,6,1.2,1.0,151,0.0021501530000023195,0.012145082000188268,0.00024406100010310183
30,20,4,13,4,5,6,1.25,1.2,161,0.0011875449999934062,0.005077834999610786,0.00026856800013774773
30,20,4,14,5,6,6,1.2,1.0,158,0.0024492160000590957,0.01591613899972799,0.0002328470000065863
30,20,4,15,5,6,6,1.2,1.0,172,0.0016865080001480237,0.016081573000064964,0.0002388409998275165
30,20,4,16,5,6,6,1.2,1.0,162,0.0024445709996143705,0.01327468499994211,0.0002973440000459959
30,20,4,17,5,5,5,1.0,1.0,146,0.001654722000239417,0.008039706000090519,0.00024079500008156174
30,20,4,18,5,6,6,1.2,1.0,168,0.003041772999949899,0.025965916000131983,0.00025567400007275864
30,20,4,19,5,6,7,1.2,1.1666666666666667,162,0.0017725150000842405,0.016030502999910823,0.0002721880000535748
30,20,5,0,4,5,6,1.25,1.2,80,0.0012566460000016377,0.01455431900012627,0.00023341800033449545
30,20,5,1,4,5,6,1.25,1.2,77,0.0013897839999117423,0.014460202999998728,0.0002847949999704724
30,20,5,2,4,4,4,1.0,1.0,81,0.001411439999628783,0.006660116999682941,0.00020081799993931782
30,20,5,3,4,5,5,1.25,1.0,77,0.0012254819998815947,0.012775910000073054,0.00020931300014126464
30,20,5,4,3,4,4,1.3333333333333333,1.0,74,0.0007334460001402476,0.004204459999982646,0.0001922999999806052
30,20,5,5,4,5,5,1.25,1.0,77,0.0011328499999763153,0.014906382999924972,0.00020781500006705755
30,20,5,6,4,5,6,1.25,1.2,98,0.001330800000232557,0.013872086999981548,0.00022451999984696158
30,20,5,7,4,5,5,1.25,1.0,83,0.0012430269998731092,0.015921610999612312,0.00020669900004577357
30,20,5,8,4,5,5,1.25,1.0,87,0.001450631999887264,0.016070004000084737,0.00018021699997916585
30,20,5,9,4,5,6,1.25,1.2,83,0.0013869139997950697,0.015030673999717692,0.00022778199991080328
30,20,5,10,4,5,5,1.25,1.0,80,0.0012522239999270823,0.013193315000080474,0.00020227400000294438
30,20,5,11,4,5,6,1.25,1.2,86,0.0014505190001727897,0.013064134000160266,0.0002378449999014265
30,20,5,12,3,4,6,1.3333333333333333,1.5,77,0.0007975179996719817,0.009827752000092005,0.0002235739998468489
30,20,5,13,4,5,5,1.25,1.0,89,0.0014243630002965801,0.018770709999898827,0.00022158999991006567
30,20,5,14,4,5,5,1.25,1.0,87,0.0012206880001031095,0.02696124800013422,0.00022593499988943222
30,20,5,15,4,5,5,1.25,1.0,98,0.0012693759999820031,0.01747302600006151,0.000223722000100679
30,20,5,16,4,5,5,1.25,1.0,96,0.0012169769997854019,0.0215979489998972,0.0002196770001319237
30,20,5,17,4,5,6,1.25,1.2,89,0.0013999650000187103,0.01585384999998496,0.0002287610000166751
30,20,5,18,4,5,5,1.25,1.0,92,0.0012300159996812,0.005454965999888373,0.00022164399979374139
30,20,5,19,3,4,4,1.3333333333333333,1.0,77,0.0007625589996678173,0.005177802000162046,0.00018979400010721292
30,20,6,0,3,5,5,1.6666666666666667,1.0,40,0.0009322500000052969,0.021809829999710928,0.00021987199988870998
30,20,6,1,3,4,4,1.3333333333333333,1.0,31,0.0010095939996972447,0.02331032799975219,0.0001945640001395077
30,20,6,2,3,4,5,1.3333333333333333,1.25,28,0.0008084279998001875,0.022156645999984903,0.0002083549998133094
30,20,6,3,3,4,5,1.3333333333333333,1.25,34,0.0009555219999128894,0.018336005000037403,0.00020464400040509645
30,20,6,4,3,4,5,1.3333333333333333,1.25,37,0.0006323269999484182,0.021718064999731723,0.00021312000035322853
30,20,6,5,3,4,5,1.3333333333333333,1.25,28,0.0008229210002355103,0.017838680999830103,0.0002192930001001514
30,20,6,6,3,4,4,1.3333333333333333,1.0,31,0.0009938810003404797,0.022565755999949033,0.0001919139999699837
30,20,6,7,3,4,5,1.3333333333333333,1.25,33,0.0008377550002478529,0.017279615000006743,0.00021233999996184139
30,20,6,8,3,5,5,1.6666666666666667,1.0,35,0.0009089709997169848,0.023924874999920576,0.00021169299998291535
30,20,6,9,3,4,4,1.3333333333333333,1.0,32,0.0006535759998769208,0.01895035600000483,0.00018413099996905657
30,20,6,10,3,4,5,1.3333333333333333,1.25,29,0.0008417190001637209,0.02153958300004888,0.00017853700001069228
30,20,6,11,3,4,4,1.3333333333333333,1.0,32,0.0005988579996483168,0.015451149000000441,0.00018177299989474704
30,20,6,12,3,4,5,1.3333333333333333,1.25,25,0.000932745999762119,0.016272200000003068,0.0002061899999716843
30,20,6,13,3,4,4,1.3333333333333333,1.0,26,0.0011103639999419102,0.0244044619998931,0.00019134000012854813
30,20,6,14,3,4,5,1.3333333333333333,1.25,30,0.0006033679997017316,0.01850034200015216,0.00021144600032130256
30,20,6,15,3,4,4,1.3333333333333333,1.0,36,0.0006281720002334623,0.01690299599977152,0.000200930000119115
30,20,6,16,3,4,4,1.3333333333333333,1.0,37,0.0009775140001693217,0.013549445000080595,0.0001926869999806513
30,20,6,17,3,4,5,1.3333333333333333,1.25,36,0.0006531600001835614,0.012287760000162962,0.00021042999969722587
30,20,6,18,3,4,4,1.3333333333333333,1.0,26,0.0008062349997999263,0.00795359699986875,0.00019303099998069229
30,20,6,19,3,4,5,1.3333333333333333,1.25,45,0.0006894160001138516,0.013947925999673316,0.00020668999968620483
30,20,8,0,1,3,3,3.0,1.0,0,0.0005544720002035319,0.020398188999934064,0.00017684600015854812
30,20,8,1,2,4,4,2.0,1.0,1,0.0005836769996676594,0.024823147999995854,0.00017962599986276473
30,20,8,2,2,3,3,1.5,1.0,2,0.000535430000127235,0.026201965999916865,0.00017031200013661874
30,20,8,3,2,3,3,1.5,1.0,1,0.0005186919997868245,0.01347343199995521,0.0001577339999130345
30,20,8,4,2,3,3,1.5,1.0,2,0.0005725179998989915,0.013069659999928263,0.0001640860000406974
30,20,8,5,2,3,4,1.5,1.3333333333333333,2,0.0005513360001714318,0.013098131000333524,0.00017536199993628543
30,20,8,6,2,3,4,1.5,1.3333333333333333,1,0.00053762600009577,0.02838029800022923,0.00023881700008132611
30,20,8,7,2,3,3,1.5,1.0,1,0.0005326330001480528,0.03064070400023411,0.0001726259997667512
30,20,8,8,2,4,4,2.0,1.0,3,0.0005442299998321687,0.03096192900011374,0.00018888900012825616
30,20,8,9,2,4,4,2.0,1.0,1,0.000537695000275562,0.025889957999879698,0.00017791299978853203
30,20,8,10,1,3,3,3.0,1.0,0,0.000568477000342682,0.016147469999850728,0.00016587700019954355
30,20,8,11,2,3,3,1.5,1.0,1,0.0005311710001478787,0.022389177999684762,0.00016909899977690657
30,20,8,12,2,4,4,2.0,1.0,2,0.0005457470001601905,0.0280049930001951,0.0002362170002925268
30,20,8,13,2,4,4,2.0,1.0,2,0.0005406759996731125,0.027195215000119788,0.00018996999961018446
30,20,8,14,2,4,4,2.0,1.0,1,0.0005360399995879561,0.023441907999767864,0.0001815139999052917
30,20,8,15,1,3,4,3.0,1.3333333333333333,0,0.0005249139999250474,0.012830310000026657,0.0001747699998304597
30,20,8,16,2,3,3,1.5,1.0,1,0.0005602159999398282,0.017720033999921725,0.00017677599998933147
30,20,8,17,2,3,3,1.5,1.0,2,0.0005586570000559732,0.022758038000119996,0.0001671820000410662
30,20,8,18,1,3,4,3.0,1.3333333333333333,0,0.0005099950003568665,0.015985675000138144,0.0001778119999471528
30,20,8,19,2,4,4,2.0,1.0,2,0.0005227500000728469,0.020575636999637936,0.00017744500019034604
30,20,10,0,1,3,3,3.0,1.0,0,0.0005123079999975744,0.015316471999994974,0.00016268699982902035
30,20,10,1,1,3,3,3.0,1.0,0,0.0005219330000727496,0.017157416999907582,0.000164077000135876
30,20,10,2,1,3,3,3.0,1.0,0,0.0005232469998190936,0.018627209999976913,0.00016449100030513364
30,20,10,3,1,3,3,3.0,1.0,0,0.0005130220001774433,0.00667818299962164,0.00017770800013749977
30,20,10,4,1,3,3,3.0,1.0,0,0.0005244050003057055,0.018638369000200328,0.00017097399995691376
30,20,10,5,1,3,3,3.0,1.0,0,0.0005159209999874292,0.006804318999911629,0.00018315899978915695
30,20,10,6,1,3,3,3.0,1.0,0,0.0005452189998322865,0.01380143100004716,0.0001556170000185375
30,20,10,7,1,3,3,3.0,1.0,0,0.000550470999769459,0.019081217999882938,0.00016339800004061544
30,20,10,8,1,3,3,3.0,1.0,0,0.0005132740002409264,0.0178403069999149,0.0001634850000300503
30,20,10,9,1,3,3,3.0,1.0,0,0.0005162739998922916,0.01713879100043414,0.00015764299996590125
30,20,10,10,1,3,3,3.0,1.0,0,0.0005131790003360948,0.0186715820000245,0.0001643980003791512
30,20,10,11,1,3,3,3.0,1.0,0,0.0005526230002033117,0.013778617000298254,0.0001596759998392372
30,20,10,12,1,3,3,3.0,1.0,0,0.0005144500000824337,0.013616682999781915,0.0001630780002415122
30,20,10,13,1,3,3,3.0,1.0,0,0.0005062670002189407,0.005479759000081685,0.00016959399999905145
30,20,10,14,1,3,3,3.0,1.0,0,0.0005155310000191093,0.01837844600004246,0.00016054099978646263
30,20,10,15,1,3,3,3.0,1.0,0,0.0005055910000919539,0.0062774450002507365,0.00017201700029545464
30,20,10,16,1,3,3,3.0,1.0,0,0.0005046920000495447,0.01590112499980023,0.0001570079998600704
30,20,10,17,1,3,3,3.0,1.0,0,0.0007415350000883336,0.015895051999905263,0.0002715160003390338
30,20,10,18,1,3,3,3.0,1.0,0,0.0007565270002487523,0.024505380999926274,0.00021335700012059533
30,20,10,19,1,3,3,3.0,1.0,0,0.0008027279995985737,0.007172047000040038,0.0002299269999639364
